Date of Purchase,Company,Amount,Category,Parent Company,Place,company_id
06/Jul/2022,HINDYS LAB PRIVATE LTD,"10,00,000",Pharmaceutical,Others,,
06/Jul/2022,HINDYS LAB PRIVATE LTD,"10,00,000",Pharmaceutical,Others,,
06/Jul/2022,HINDYS LAB PRIVATE LTD,"10,00,000",Pharmaceutical,Others,,
06/Jul/2022,HINDYS LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
06/Jul/2022,TRIDENTCHEMPHARLIMITED,"1,00,00,000",Others,Others,,
06/Jul/2022,TRIDENTCHEMPHARLIMITED,"1,00,00,000",Others,Others,,
06/Jul/2022,TRIDENTCHEMPHARLIMITED,"1,00,00,000",Others,Others,,
06/Jul/2022,TRIDENTCHEMPHARLIMITED,"1,00,00,000",Others,Others,,
06/Jul/2022,TRIDENTCHEMPHARLIMITED,"1,00,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"1,00,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"10,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"10,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"10,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"1,00,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"10,00,000",Others,Others,,
07/Jul/2022,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,"10,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"10,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"10,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"10,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"10,00,000",Others,Others,,
07/Jul/2022,DANIKA TRADERS PRIVATE LTD,"10,00,000",Others,Others,,
07/Jul/2022,DIVIT SECURITY,"10,00,000",Others,Others,,
07/Jul/2022,DIVIT SECURITY,"10,00,000",Others,Others,,
07/Jul/2022,DIVIT SECURITY,"10,00,000",Others,Others,,
07/Jul/2022,DIVIT SECURITY,"10,00,000",Others,Others,,
07/Jul/2022,DIVIT SECURITY,"10,00,000",Others,Others,,
07/Jul/2022,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000",Agriculture,Others,,
07/Jul/2022,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000",Agriculture,Others,,
07/Jul/2022,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000",Agriculture,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,INORBIT MALLS INDIA PRIVATE LIMIT,"1,00,00,000",Others,Others,,
07/Jul/2022,MR. DEEPAK KHEMKA,"1,00,000",Others,Others,,
07/Jul/2022,MR. DEEPAK KHEMKA,"1,00,000",Others,Others,,
07/Jul/2022,MR. DEEPAK KHEMKA,"1,00,000",Others,Others,,
07/Jul/2022,MR. DEEPAK KHEMKA,"1,00,000",Others,Others,,
07/Jul/2022,MR. DEEPAK KHEMKA,"1,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,NUVOCO VISTAS CORPORATION LTD,"1,00,00,000",Others,Others,,
07/Jul/2022,RASHMI METALIKS LTD,"1,00,00,000",Manufacturing,Others,,
07/Jul/2022,RASHMI METALIKS LTD,"1,00,00,000",Manufacturing,Others,,
07/Jul/2022,RASHMI METALIKS LTD,"1,00,00,000",Manufacturing,Others,,
07/Jul/2022,RASHMI METALIKS LTD,"1,00,00,000",Manufacturing,Others,,
07/Jul/2022,RASHMI METALIKS LTD,"1,00,00,000",Manufacturing,Others,,
07/Jul/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,"1,00,000",Others,Others,,
07/Jul/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,"1,00,000",Others,Others,,
07/Jul/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,"1,00,000",Others,Others,,
07/Jul/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,"1,00,000",Others,Others,,
07/Jul/2022,RISHABH KHEMKA / ISHWAR CHAND KHEMK,"1,00,000",Others,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,SELMAR LAB PRIVATE LTD,"1,00,00,000",Pharmaceutical,Others,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,VEDANTA LIMITED,"1,00,00,000",Mining,Vedanta,,
07/Jul/2022,WESTWELL GASES PRIVATE LIMITED,"1,00,00,000",Others,Others,,
07/Jul/2022,WESTWELL GASES PRIVATE LIMITED,"1,00,00,000",Others,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"10,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"1,00,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"10,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"1,00,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"10,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"10,00,000",construction,Others,,
07/Jul/2022,YOGA BUILDERS PVT LTD,"10,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,AQ SQUARE REALTORS PRIVATE LIMITED,"1,00,00,000",construction,Others,,
08/Jul/2022,DR HEALTHTECH,"10,00,000",Others,Others,,
08/Jul/2022,DR HEALTHTECH,"10,00,000",Others,Others,,
08/Jul/2022,DR HEALTHTECH,"10,00,000",Others,Others,,
08/Jul/2022,DR HEALTHTECH,"10,00,000",Others,Others,,
08/Jul/2022,GREAT EASTERN STORES PVT LTD,"1,00,00,000",Others,Others,,
08/Jul/2022,GREAT EASTERN STORES PVT LTD,"1,00,00,000",Others,Others,,
08/Jul/2022,IFB AGRO INDUSTRIES LIMITED,"1,00,00,000",Agriculture,Others,,
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050719
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050720
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050721
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050722
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050723
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050724
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050725
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050726
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050727
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050728
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050729
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050730
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050731
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050732
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050733
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050734
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050735
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050736
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050737
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050738
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050739
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050740
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050741
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050742
08/Jul/2022,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050743
08/Jul/2022,PROCURE ADVISORY SERVICES PRIVATE L,"1,00,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"10,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"1,00,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"10,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"10,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"10,00,000",Others,Others,,
08/Jul/2022,RIPLEY & CO STEVDORING & HANDLING PVT LT D,"10,00,000",Others,Others,,
08/Jul/2022,ROSHNI DEALMARK PRIVATE LIMITED,"1,00,00,000",Others,Others,,
01/Oct/2022,TRANSWAYS EXIM PRIVATE LIMITED,"1,00,00,000",Distilleries,Others,West Bengal,
01/Oct/2022,TRANSWAYS EXIM PRIVATE LIMITED,"1,00,00,000",Distilleries,Others,West Bengal,
01/Oct/2022,TRANSWAYS EXIM PRIVATE LIMITED,"1,00,00,000",Distilleries,Others,West Bengal,
01/Oct/2022,TRANSWAYS EXIM PRIVATE LIMITED,"1,00,00,000",Distilleries,Others,West Bengal,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
03/Oct/2022,NCC LIMITED,"1,00,00,000",Construction,Nagarjuna,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
04/Oct/2022,ANAND SAKHARAM PIMPARKAR,"1,00,000",Others,Others,,
06/Oct/2022,ASHOK PATNI,"1,00,00,000",Others,Others,,
06/Oct/2022,ASHOK PATNI,"1,00,00,000",Others,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,CRESCENT POWER LTD,"1,00,00,000",Power,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DHARIWAL INFRASTRUCTURE LIMITED,"1,00,00,000",Construction,Others,,
06/Oct/2022,DR. MANDEEP SHARMA,"10,00,000",individuals,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,DR.REDDY'S LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
06/Oct/2022,FERTILELAND FOODS PRIVATE LIMITED,"1,00,00,000",FMCG,Others,Chennai,
06/Oct/2022,FERTILELAND FOODS PRIVATE LIMITED,"1,00,00,000",FMCG,Others,Chennai,
06/Oct/2022,FERTILELAND FOODS PRIVATE LIMITED,"1,00,00,000",FMCG,Others,Chennai,
06/Oct/2022,FERTILELAND FOODS PRIVATE LIMITED,"1,00,00,000",FMCG,Others,Chennai,
06/Oct/2022,FERTILELAND FOODS PRIVATE LIMITED,"1,00,00,000",FMCG,Others,Chennai,
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004452
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004453
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004454
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004455
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004456
06/Oct/2022,FUTURE GAMING AND HOTEL SERVICES PR,"1,00,00,000",Hotel,FUTURE GAMING,,U51901TZ1991PTC004457
